City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
701,Tuensang,IN,26.2833,94.8333,69.42,97,23,2.19,few clouds
702,Usolye,RU,59.4268,56.6808,62.17,98,100,5.1,light rain
703,Malakal,SS,9.5334,31.6605,73.72,94,100,4.41,light rain
704,Zanjan,IR,36.6736,48.4787,65.43,75,0,8.77,clear sky
705,Sokolo,ML,14.7328,-6.1219,89.6,53,96,0.54,overcast clouds
706,Mehamn,NO,71.0357,27.8492,58.95,88,75,11.5,light intensity drizzle
707,Powell River,CA,49.8496,-124.5361,79.03,75,30,5.97,scattered clouds
708,La Sarre,CA,48.8002,-79.1996,70.57,65,100,8.43,overcast clouds
709,Baie-Saint-Paul,CA,47.4411,-70.4986,74.07,59,84,6.4,broken clouds
710,Razdolinsk,RU,58.4211,94.6658,52.56,92,11,4.16,few clouds
711,Gambela,ET,8.25,34.5833,71.28,93,100,2.77,light rain
712,Silchar,IN,24.8167,92.8,75.85,92,13,2.57,few clouds
713,George,ZA,-33.963,22.4617,55.98,87,100,2.39,overcast clouds
714,Gijon,ES,43.5357,-5.6615,78.24,94,33,5.01,scattered clouds
